,train_mae,val_mae,test_mae
0,5.808035373687744,4.429781913757324,0.4348441958427429
1,5.827499866485596,4.532304286956787,0.5370533466339111
2,5.8497114181518555,4.629427433013916,0.6331901550292969
3,5.842996120452881,4.700718402862549,0.7033035755157471
4,5.833400726318359,4.759992599487305,0.7619473934173584
5,5.859015464782715,4.806431770324707,0.8094698190689087
6,5.824007987976074,4.845720291137695,0.8483858108520508
7,5.798282146453857,4.881146430969238,0.8817782402038574
8,5.847037315368652,4.885944843292236,0.8842874765396118
9,5.742499351501465,4.8909525871276855,0.8897749185562134
10,5.8011040687561035,4.895601749420166,0.8952713012695312
11,5.844350814819336,4.896872520446777,0.8972036838531494
12,5.81350564956665,4.894056797027588,0.8945012092590332
13,5.866939544677734,4.893612384796143,0.8956030011177063
14,5.802003860473633,4.887601852416992,0.8894948363304138
15,5.8166890144348145,4.889361381530762,0.8912038207054138
16,5.747343063354492,4.888004302978516,0.8907069563865662
17,5.778825759887695,4.887942790985107,0.891026496887207
18,5.855620861053467,4.883212566375732,0.8863148093223572
19,5.874356269836426,4.880208492279053,0.8834140300750732
20,5.719675064086914,4.8784918785095215,0.8816404342651367
21,5.7622904777526855,4.875677108764648,0.8789237141609192
22,5.785241603851318,4.871394157409668,0.8746439218521118
23,5.759003162384033,4.867821216583252,0.8713186383247375
24,5.778708457946777,4.8645524978637695,0.868531346321106
25,5.827956199645996,4.860819339752197,0.8650424480438232
26,5.804503440856934,4.859970569610596,0.8649531602859497
27,5.785224914550781,4.855353832244873,0.8611514568328857
28,5.782166957855225,4.855613708496094,0.8618775010108948
29,5.851644515991211,4.85497522354126,0.8605229258537292
30,5.789127349853516,4.852769374847412,0.8583402037620544
31,5.739136219024658,4.8488359451293945,0.8532329797744751
32,5.8416032791137695,4.838654518127441,0.8433307409286499
33,5.791447162628174,4.836031913757324,0.8409252166748047
34,5.757352352142334,4.83388090133667,0.8391586542129517
35,5.7423415184021,4.834314823150635,0.8399412631988525
36,5.801419734954834,4.827463150024414,0.8327323198318481
37,5.8188886642456055,4.822652816772461,0.8281968832015991
38,5.85001802444458,4.8244948387146,0.8302114605903625
39,5.7704691886901855,4.817872047424316,0.8234251737594604
40,5.822508811950684,4.823507308959961,0.8292179107666016
41,5.839310169219971,4.821876525878906,0.8277860879898071
42,5.872686862945557,4.819221019744873,0.82499098777771
43,5.757213592529297,4.8253068923950195,0.8315765261650085
44,5.844000816345215,4.8224945068359375,0.8295482397079468
45,5.770876884460449,4.820320129394531,0.8275418281555176
46,5.754212856292725,4.82149076461792,0.829707145690918
47,5.738504409790039,4.821070671081543,0.8283388018608093
48,5.733993053436279,4.820483207702637,0.8275659680366516
49,5.779487133026123,4.81696891784668,0.8234509229660034
50,5.771389007568359,4.8136162757873535,0.8207149505615234
51,5.776718616485596,4.811578273773193,0.8190585374832153
52,5.812648296356201,4.811620235443115,0.8192615509033203
53,5.846810340881348,4.8076276779174805,0.8149731159210205
54,5.826284885406494,4.800737380981445,0.8083775043487549
